podcast_name_cleaned,segment_id,segment,trump_mention,biden_mention
The Wilderness,5,"['pollsters' 'john' 'volpe' 'evangel' 'panama' 'okay' 'started' 'asking'
 'group' 'issues' 'affect' 'personally' 'care' 'doesnt' 'get' 'enough'
 'attention' 'well' 'get' 'opening' 'clip' 'minute' 'first' 'love' 'hear'
 'three' 'question' 'common' 'misconceptions' 'pundits' 'politicians'
 'gen' 'z' 'voters' 'rest' 'us' 'know' 'believe' 'want' 'politics'
 'christina' 'start' 'people' 'think' 'young' 'people' 'think'
 'exclusively' 'think' 'college' 'kids' 'remember' 'majority' 'americans'
 'age' 'actually' 'dont' 'college' 'degree' 'lot' 'working' 'class'
 'young' 'people' 'one' 'diverse' 'generations' 'american' 'history' 'add'
 'gen' 'z' 'plus' 'millennials' 'largest' 'generational' 'voting' 'block'
 'diverse' 'progressive' 'theyre' 'voting' 'democrats' 'overwhelmingly'
 'trying' 'make' 'changes' 'margins' 'want' 'disruption' 'status' 'quo'
 'thats' 'see' 'young' 'people' 'voting' 'last' 'thing' 'say' 'think'
 'people' 'think' 'young' 'people' 'apathetic' 'dont' 'find' 'especially'
 'gen' 'z' 'find' 'generation' 'thats' 'tuned' 'cares' 'lot' 'future'
 'country' 'thats' 'participating' 'whether' 'protests' 'voting' 'higher'
 'rates' 'weve' 'seen' 'long' 'time' 'american' 'history' 'donald' 'trump'
 'young' 'voters' 'specifically' 'arizona' 'michigan' 'pennsylvania'
 'wisconsin' 'georgia' 'dont' 'democratic' 'senate' 'dont' 'first'
 'african' 'american' 'woman' 'supreme' 'court' 'many' 'things' 'without'
 'young' 'people' 'different' 'country' 'today' 'thats' 'number' 'one'
 'number' 'two' 'think' 'unlike' 'every' 'generation' 'preceded'
 'generations' 'dealt' 'fair' 'share' 'chaos' 'trauma' 'generation'
 'uniquely' 'dealt' 'set' 'cards' 'incredibly' 'traumatic' 'first'
 'memories' 'school' 'hiding' 'desk' 'red' 'alert' 'shooter' 'drills'
 'parents' 'concerned' 'great' 'reception' 'theyve' 'dealt' 'many'
 'issues']",1,0
The Wilderness,8,"['one' 'degree' 'thats' 'barrier' 'achieving' 'dream' 'one' 'also' 'think'
 'cycle' 'student' 'debt' 'almost' 'shorthand' 'first' 'time' 'voters'
 'commitment' 'voting' 'president' 'biden' 'christina' 'nextgen'
 'organizes' 'around' 'climate' 'whats' 'effective' 'way' 'talk' 'issue'
 'get' 'young' 'people' 'mobilized' 'around' 'experience' 'think'
 'climate' 'feel' 'big' 'impossible' 'turn' 'lot' 'young' 'people' 'think'
 'especially' 'young' 'people' 'messaging' 'often' 'negative' 'like'
 'dont' 'vote' 'dont' 'show' 'proven' 'work' 'messaging' 'honor' 'peoples'
 'pain' 'paint' 'vision' 'future' 'build' 'tell' 'power' 'make' 'happen'
 'mentioned' 'earlier' 'focus' 'group' 'week' 'supreme' 'court' 'came'
 'dobs' 'decision' 'asked' 'decision' 'everyone' 'pretty' 'angry' 'lets'
 'listen' 'feel' 'supreme' 'courts' 'decision' 'last' 'week' 'overturn'
 'roe' 'versus' 'wade' 'ends' 'constitutional' 'right' 'abortion' 'awful'
 'dont' 'support' 'us' 'terrible' 'like' 'fuck' 'roe' 'ive' 'saying'
 'many' 'everywhere' 'like' 'news' 'tiktok' 'social' 'media' 'ive' 'heard'
 'many' 'horror' 'stories' 'theres' 'people' 'get' 'know' 'raped' 'abused'
 'know' 'saw' 'one' 'story' 'girl' 'sexually' 'assaulted' 'brother' 'got'
 'pregnant' 'brother' 'get' 'abortion' 'think' 'huge' 'setback' 'far'
 'weve' 'come' 'already' 'sure' 'gonna' 'ruin' 'lot' 'lives' 'yeah' 'yeah'
 'john' 'evangel' 'consequences' 'decision' 'think' 'enough' 'convince'
 'young' 'people' 'vote' 'might' 'planned' 'staying' 'home' 'evangel'
 'pulled' 'pre' 'post' 'dos' 'decision' 'pre' 'inflation' 'across' 'board'
 'top' 'issue' 'post' 'dos' 'actually' 'see' 'point' 'shift' 'younger'
 'voters' 'viewing' 'abortion' 'rights' 'greater' 'importance' 'selecting'
 'important' 'issue']",0,1
The Wilderness,9,"['important' 'think' 'mobilize' 'younger' 'voters' 'giving' 'reason'
 'know' 'dont' 'trump' 'election' 'mobilize' 'think' 'rights' 'taken'
 'away' 'thought' 'guaranteed' 'think' 'serve' 'purpose' 'turn' 'vote'
 'john' 'thinking' 'data' 'dont' 'think' 'theres' 'question' 'energize'
 'young' 'people' 'turn' 'also' 'think' 'taps' 'broader' 'theme' 'weve'
 'hearing' 'qualitative' 'well' 'quantitative' 'concern' 'evangel'
 'mentioned' 'losing' 'individual' 'rights' 'freedoms' 'air' 'well'
 'frankly' 'dos' 'decision' 'something' 'wasnt' 'reflective' 'talking'
 'conservatives' 'normally' 'independence' 'democrats' 'christina'
 'nextgen' 'mobilizing' 'young' 'people' 'around' 'protecting' 'abortion'
 'access' 'ahead' 'midterms' 'day' 'dobbs' 'decision' 'came' 'young'
 'people' 'sign' 'say' 'wanna' 'take' 'action' 'issue' 'one' 'largest'
 'days' 'weve' 'seen' 'young' 'people' 'say' 'wanna' 'stand' 'something'
 'ill' 'pledge' 'vote' 'ill' 'whatever' 'gonna' 'huge' 'issue'
 'electorate' 'know' 'im' 'sure' 'many' 'us' 'rallies' 'happened' 'day'
 'rowe' 'austin' 'texas' 'young' 'people' 'thousands' 'young' 'people'
 'shouting' 'vote' 'vote' 'two' 'three' 'abortions' 'fighting' 'abortions'
 'fighting' 'know' 'mentioned' 'first' 'time' 'voters' 'voted' 'joe'
 'biden' 'asked' 'every' 'single' 'person' 'said' 'primary' 'reason'
 'voted' 'joe' 'biden' 'get' 'donald' 'trump' 'office' 'asked' 'words'
 'phrases' 'describe' 'republican' 'party' 'heres' 'got' 'mean' 'entitled'
 'racist' 'greedy' 'closedminded' 'selfcentered' 'trump' 'fans' 'group'
 'republican' 'fans' 'group' 'none' 'thought' 'things' 'going' 'well'
 'country' 'today' 'asked' 'heres' 'say' 'sure' 'abortion' 'thing' 'like'
 'racism' 'stuff' 'like' 'still' 'alive' 'well' 'still' 'see' 'cops'
 'know' 'unfair' 'civilians']",1,1
The Wilderness,12,"['unanimous' 'opinion' 'joe' 'biden' 'old' 'run' 'president' 'heres'
 'said' 'know' 'bernie' 'sanders' 'thats' 'bernie' 'sanders' 'bernie'
 'sanders' 'really' 'couple' 'bernie' 'sanders' 'say' 'age' 'concern'
 'bernie' 'type' 'bernie' 'sanders' 'kind' 'person' 'like' 'aoc' 'aoc'
 'yeah' 'shes' 'like' 'determined' 'passionate' 'speaks' 'im' 'theres'
 'lot' 'things' 'like' 'aoc' 'michelle' 'obama' 'great' 'shes' 'smart'
 'woman' 'feel' 'like' 'good' 'mind' 'yeah' 'probably' 'bring' 'peace'
 'knows' 'think' 'gavin' 'newsome' 'good' 'job' 'makes' 'lot' 'things'
 'happen' 'many' 'think' 'gavin' 'newsome' 'good' 'job' 'governing' 'yes'
 'people' 'like' 'roe' 'versus' 'wade' 'hes' 'making' 'california' 'like'
 'safe' 'haven' 'people' 'come' 'get' 'abortions' 'without' 'consequences'
 'states' 'also' 'signed' 'every' 'like' 'household' 'makes' 'like'
 'combined' 'like' 'k' 'youre' 'individual' 'make' 'k' 'give' 'like' 'gas'
 'card' 'use' 'like' 'gas' 'food' 'year' 'old' 'bernie' 'sanders' 'aoc'
 'gavin' 'newsom' 'michelle' 'obama' 'anyone' 'wanna' 'take' 'shot'
 'political' 'figures' 'common' 'qualities' 'records' 'group' 'voters'
 'admires' 'john' 'often' 'think' 'around' 'qualities' 'trust' 'values'
 'getting' 'things' 'done' 'urgency' 'normal' 'time' 'talk' 'younger'
 'people' 'young' 'activists' 'thats' 'first' 'thing' 'say' 'normal'
 'times' 'appreciate' 'believe' 'washington' 'acting' 'like' 'always'
 'ask' 'without' 'urgency' 'perhaps' 'gavin' 'newsom' 'west' 'coast'
 'showing' 'brought' 'young' 'woman' 'evangel' 'think' 'think' 'showing'
 'voters' 'take' 'action' 'issues' 'impact' 'lives' 'really' 'center'
 'struggles' 'voters' 'face' 'giving' 'tangible' 'solutions' 'think'
 'thing']",0,1
The Wilderness,13,"['communicate' 'voters' 'think' 'aoc' 'really' 'nailed' 'know' 'instagram'
 'post' 'major' 'events' 'happen' 'taking' 'time' 'answer' 'voters'
 'concerns' 'build' 'trust' 'show' 'impactful' 'yeah' 'christina' 'sort'
 'surprised' 'specificity' 'remembered' 'gavin' 'newsomes' 'actions' 'roe'
 'gas' 'rebate' 'card' 'also' 'group' 'voters' 'doesnt' 'pay' 'super'
 'close' 'attention' 'politics' 'news' 'think' 'figures' 'common' 'cited'
 'ultimately' 'young' 'people' 'care' 'delivery' 'policy' 'issues' 'care'
 'saw' 'people' 'mentioned' 'felt' 'like' 'fighting' 'standing' 'ordinary'
 'people' 'feels' 'like' 'lot' 'times' 'politics' 'people' 'standing'
 'ordinary' 'people' 'like' 'bernie' 'sanders' 'villain' 'always' 'need'
 'villain' 'story' 'billionaires' 'think' 'republicans' 'made' 'clear'
 'supreme' 'court' 'ultraright' 'made' 'clear' 'young' 'people' 'yes'
 'many' 'went' 'voted' 'trump' 'saw' 'fascism' 'ballot' 'made' 'clear'
 'fascism' 'ballot' 'power' 'stop' 'think' 'young' 'people' 'gonna' 'turn'
 'stop' 'break' 'well' 'find' 'gen' 'z' 'voters' 'orange' 'county' 'think'
 'upcoming' 'midterms' 'actually' 'get' 'news' 'plus' 'katie' 'porter'
 'ag1' 'wilderness' 'brought' 'ag' 'one' 'ag' 'one' 'part' 'morning'
 'routine' 'make' 'sure' 'never' 'skip' 'started' 'ag' 'one' 'wanted'
 'fall' 'routine' 'something' 'health' 'specifically' 'digestion' 'know'
 'hard' 'keep' 'track' 'everything' 'body' 'needs' 'performance' 'ag'
 'one' 'exists' 'solve' 'problem' 'whether' 'better' 'gut' 'health' 'like'
 'case' 'energy' 'optimizing' 'immune' 'system' 'wanting' 'supplement'
 'tastes' 'great' 'ag' 'one' 'may' 'best' 'new' 'addition' 'kitchen'
 'cabinets' 'favorite' 'way' 'enjoy' 'smoothie' 'water' 'quick'
 'convenient' 'tasty' 'even' 'convenient']",1,0
The Wilderness,15,"['fine' 'anyone' 'know' 'member' 'congress' 'stopped' 'okay' 'help'
 'people' 'understand' 'listening' 'like' 'group' 'young' 'people'
 'politically' 'engaged' 'enough' 'vote' 'joe' 'biden' 'might' 'know'
 'midterm' 'election' 'member' 'congress' 'john' 'think' 'number' 'one'
 'hope' 'every' 'single' 'democrat' 'within' 'son' 'voice' 'listens'
 'focus' 'group' 'john' 'appreciates' 'votes' 'left' 'table' 'cuz'
 'unique' 'opportunity' 'may' 'come' 'right' 'opposition' 'party' 'making'
 'effort' 'openly' 'hostile' 'values' 'weve' 'talking' 'entire'
 'conversation' 'yet' 'nine' 'good' 'people' 'articulate' 'issues'
 'mattered' 'mattered' 'community' 'theyre' 'unsure' 'frankly' 'lack'
 'civics' 'education' 'talk' 'often' 'role' 'social' 'media' 'internet'
 'one' 'ways' 'dozens' 'young' 'people' 'tell' 'personally' 'see'
 'surveys' 'theyre' 'trying' 'create' 'measure' 'self' 'care' 'turn'
 'away' 'daily' 'repetition' 'negativity' 'news' 'rather' 'watching' 'day'
 'day' 'basis' 'choose' 'check' 'comfortable' 'checking' 'summer' 'know'
 'whats' 'happening' 'supreme' 'court' 'think' 'check' 'fall' 'approaches'
 'yeah' 'christina' 'clearly' 'voters' 'care' 'deeply' 'important'
 'political' 'issues' 'couldnt' 'disconnected' 'politics' 'strategies'
 'use' 'nextgen' 'bridge' 'gap' 'theres' 'cyclical' 'problem' 'young'
 'voters' 'candidates' 'look' 'regular' 'midterm' 'voters' 'thats' 'focus'
 'republicans' 'right' 'wing' 'strategies' 'much' 'stronger'
 'progressives' 'look' 'map' 'say' 'expand' 'young' 'voters' 'expand'
 'grow' 'number' 'one' 'reason' 'go' 'vote' 'theyll' 'say' 'dont' 'know'
 'vote' 'one' 'contacted' 'cant' 'tell' 'many' 'young' 'voters' 'say'
 'theyre' 'super' 'competitive' 'race' 'live' 'district' 'theyre'
 'registered' 'vote' 'theyre' 'eligible' 'vote' 'campaign' 'candidate']",0,1
The Wilderness,18,"['great' 'important' 'subject' 'thanks' 'lot' 'happened' 'since' 'orange'
 'county' 'focus' 'group' 'panel' 'discussion' 'might' 'impact' 'young'
 'voters' 'november' 'republican' 'politicians' 'proposing' 'abortion'
 'bans' 'democrats' 'passing' 'sweeping' 'climate' 'bill' 'history' 'joe'
 'biden' 'giving' 'student' 'debt' 'weeks' 'ago' 'checked' 'one'
 'political' 'expert' 'heard' 'beginning' 'episode' 'actually'
 'represents' 'young' 'voters' 'heard' 'im' 'katie' 'porter' 'im'
 'congresswoman' 'orange' 'county' 'california' 'im' 'single' 'mom'
 'three' 'lightly' 'supervised' 'children' 'love' 'oversight' 'didnt'
 'interview' 'many' 'politicians' 'season' 'usually' 'theyre' 'allowed'
 'interesting' 'especially' 'theyre' 'tough' 'race' 'katie' 'porters'
 'different' 'instead' 'chatting' 'thought' 'might' 'useful' 'play'
 'katie' 'clips' 'focus' 'group' 'get' 'reaction' 'real' 'time' 'started'
 'clip' 'young' 'voters' 'talked' 'thought' 'countrys' 'going' 'wrong'
 'direction' 'issues' 'matter' 'course' 'immediately' 'started' 'taking'
 'notes' 'know' 'thats' 'gonna' 'really' 'costly' 'yeah' 'whats' 'first'
 'reaction' 'listening' 'think' 'young' 'people' 'paying' 'attention'
 'whats' 'going' 'country' 'good' 'list' 'things' 'peoples' 'minds' 'ages'
 'things' 'like' 'inflation' 'things' 'like' 'concern' 'rising' 'hatred'
 'extremism' 'things' 'rights' 'taken' 'away' 'actually' 'really'
 'important' 'things' 'thats' 'happened' 'country' 'first' 'reaction'
 'kudos' 'young' 'people' 'paying' 'attention' 'think' 'know' 'whats'
 'going' 'whats' 'going' 'good' 'okay' 'us' 'acknowledge' 'cant'
 'credible' 'unless' 'honest' 'things' 'going' 'wrong' 'ho' 'dobbs'
 'decision' 'losing' 'fundamental' 'right' 'terrible' 'scary' 'thing'
 'hearing' 'young' 'people' 'think' 'thats' 'terrible' 'scary' 'thing'
 'say' 'good' 'lets']",0,1
The Wilderness,19,"['listen' 'voices' 'lets' 'respond' 'politically' 'responses' 'track'
 'youve' 'hearing' 'young' 'people' 'district' 'yes' 'definitely' 'mean'
 'obviously' 'meet' 'lot' 'different' 'kinds' 'young' 'people' 'three'
 'children' 'three' 'worst' 'constituents' 'wanna' 'say' 'think' 'largely'
 'tracks' 'mean' 'theyre' 'concerns' 'think' 'things' 'heard' 'one' 'like'
 'talk' 'little' 'think' 'important' 'cost' 'living' 'ability' 'home'
 'inability' 'afford' 'home' 'build' 'solid' 'financial' 'footing' 'comes'
 'home' 'ownership' 'one' 'biggest' 'anxieties' 'facing' 'people' 'around'
 'country' 'high' 'cost' 'living' 'areas' 'like' 'every' 'part' 'pocket'
 'country' 'im' 'thrilled' 'heard' 'hope' 'everybody' 'washington' 'every'
 'political' 'consultant' 'listening' 'housing' 'defining' 'issue' 'party'
 'figures' 'solve' 'problem' 'talk' 'problem' 'gonna' 'party' 'enduring'
 'majority' 'next' 'years' 'obviously' 'biden' 'student' 'loan'
 'announcement' 'whats' 'reaction' 'district' 'constituents' 'last' 'week'
 'like' 'think' 'something' 'motivate' 'young' 'people' 'vote' 'might'
 'otherwise' 'stayed' 'home' 'say' 'student' 'loans' 'probably' 'one'
 'divisive' 'issues' 'student' 'loan' 'forgiveness' 'one' 'divisive'
 'issues' 'right' 'orange' 'county' 'get' 'lot' 'strong' 'reactions' 'one'
 'way' 'lot' 'powerful' 'compelling' 'stories' 'frankly' 'directions'
 'get' 'question' 'somebody' 'whos' 'hostile' 'student' 'loan'
 'forgiveness' 'try' 'say' 'let' 'give' 'facts' 'might' 'help' 'said'
 'think' 'student' 'able' 'pay' 'got' 'got' 'degree' 'pay' 'people'
 'student' 'loan' 'debt' 'didnt' 'graduate' 'thats' 'problem' 'think'
 'student' 'loan' 'debtor' 'actually' 'isnt' 'necessarily' 'whos'
 'student' 'loan' 'debtor' 'oh' 'worked' 'way' 'school' 'flipped'
 'burgers' 'dad' 'state']",0,1
The Wilderness,20,"['university' 'flip' 'enough' 'burgers' 'cant' 'forego' 'enough' 'lattes'
 'afford' 'state' 'university' 'today' 'costs' 'much' 'different' 'today'
 'half' 'public' 'school' 'public' 'university' 'graduates' 'student'
 'loans' 'thats' 'actually' 'lot' 'talking' 'theyre' 'people' 'say' 'like'
 'forgive' 'thousands' 'enough' 'try' 'back' 'say' 'look' 'gonna' 'go'
 'long' 'ways' 'toward' 'helping' 'people' 'lowest' 'incomes' 'actually'
 'tend' 'hassle' 'lowest' 'loans' 'people' 'highest' 'incomes' 'generally'
 'theres' 'exceptions' 'generally' 'lot' 'loans' 'people' 'also' 'got'
 'graduate' 'degrees' 'tend' 'higher' 'income' 'lot' 'address' 'racial'
 'wealth' 'gap' 'lot' 'try' 'correct' 'say' 'ive' 'explained' 'given'
 'facts' 'people' 'dont' 'think' 'ive' 'convinced' 'everybody' 'one' 'way'
 'think' 'ive' 'slowed' 'little' 'bit' 'ive' 'taken' 'temperature'
 'little' 'bit' 'thought' 'maybe' 'im' 'right' 'thought' 'maybe'
 'shouldnt' 'righteous' 'one' 'way' 'think' 'part' 'build' 'policy'
 'conversations' 'difficult' 'topics' 'like' 'clip' 'really' 'wanted'
 'play' 'katie' 'one' 'young' 'voters' 'didnt' 'know' 'midterms' 'none'
 'identify' 'member' 'congress' 'course' 'katie' 'porter' 'realized'
 'probably' 'offend' 'least' 'surprise' 'politicians' 'figured' 'katie'
 'insightful' 'reaction' 'didnt' 'disappoint' 'dont' 'even' 'know' 'think'
 'believe' 'primary' 'granted' 'intentionally' 'selected' 'group' 'people'
 'doesnt' 'pay' 'close' 'attention' 'politics' 'vote' 'biden' 'like' 'get'
 'turn' 'mostly' 'constituents' 'yeah' 'democrats' 'know' 'think'
 'reflects' 'one' 'real' 'challenges' 'younger' 'voters' 'partly'
 'housing' 'costs' 'partly' 'school' 'move' 'lot' 'redistricting' 'added'
 'whole' 'bunch' 'confusion' 'im' 'spending' 'lot' 'time' 'getting' 'know']",0,1
The Wilderness,22,"['visuals' 'help' 'particularly' 'world' 'people' 'watching' 'things'
 'phone' 'sound' 'turned' 'help' 'invite' 'people' 'dialogue' 'think'
 'end' 'day' 'willingness' 'kind' 'hold' 'power' 'account' 'moments'
 'evidence' 'something' 'happening' 'think' 'happen' 'lot' 'yeah' 'thats'
 'interesting' 'parts' 'group' 'got' 'politics' 'heard' 'couple' 'times'
 'different' 'participants' 'talk' 'people' 'washington' 'people'
 'politics' 'theres' 'older' 'generation' 'dont' 'get' 'dont' 'think'
 'young' 'people' 'necessarily' 'want' 'young' 'representatives' 'young'
 'people' 'want' 'representatives' 'willing' 'look' 'hard' 'realities'
 'economy' 'society' 'theyre' 'living' 'know' 'im' 'elected' 'represent'
 'people' 'vote' 'im' 'also' 'elected' 'represent' 'year' 'olds' 'cant'
 'vote' 'two' 'year' 'olds' 'coming' 'pike' 'year' 'old' 'changed'
 'addresses' 'twice' 'therefore' 'doesnt' 'ever' 'get' 'ballot' 'time'
 'represent' 'people' 'need' 'thinking' 'people' 'talk' 'diverse'
 'leadership' 'multigenerational' 'one' 'things' 'talking' 'diverse'
 'leadership' 'based' 'race' 'based' 'life' 'experience' 'based' 'class'
 'based' 'generation' 'part' 'generation' 'also' 'seeing' 'experiences'
 'people' 'whose' 'life' 'experiences' 'different' 'theres' 'obviously'
 'lot' 'worry' 'us' 'state' 'democracy' 'making' 'hopeful' 'right' 'state'
 'democracy' 'fact' 'hopefully' 'generation' 'people' 'talking' 'lead'
 'us' 'better' 'place' 'nerdy' 'answer' 'im' 'guessing' 'people' 'usually'
 'say' 'ready' 'bidens' 'competition' 'policy' 'let' 'connect' 'dots'
 'president' 'biden' 'team' 'fundamentally' 'tackling' 'problem'
 'monopoly' 'virtually' 'every' 'part' 'pocket' 'economy' 'whether'
 'thats' 'technology' 'whether' 'thats' 'agriculture' 'whether' 'thats'
 'banking' 'put' 'people' 'office' 'understand' 'order' 'healthy'
 'democracy' 'heres' 'democracy' 'connection']",0,1
The Wilderness,23,"['capitalist' 'society' 'healthy' 'economy' 'dont' 'give' 'people' 'means'
 'opportunities' 'buy' 'houses' 'wealth' 'contribute' 'go' 'lives' 'get'
 'degrees' 'youre' 'gonna' 'vibrant' 'democracy' 'people' 'gonna' 'feel'
 'like' 'whats' 'point' 'im' 'oppressed' 'im' 'oppressed' 'economically'
 'im' 'oppressed' 'politically' 'theyre' 'connected' 'people' 'daily'
 'lives' 'important' 'made' 'connection' 'healthy' 'democracy' 'healthy'
 'economy' 'think' 'one' 'big' 'divides' 'keeps' 'coming' 'focus' 'groups'
 'youve' 'got' 'democrats' 'media' 'focusing' 'january' 'six' 'threats'
 'democracy' 'republicans' 'gonna' 'overturn' 'democracy' 'thats' 'scary'
 'talk' 'voters' 'theyre' 'like' 'well' 'need' 'live' 'need' 'im'
 'worried' 'cost' 'housing' 'think' 'like' 'want' 'people' 'get' 'work'
 'saving' 'democracy' 'convince' 'democracy' 'worth' 'saving' 'convince'
 'democracy' 'worth' 'saving' 'convince' 'works' 'actually' 'makes'
 'lives' 'better' 'yep' 'democracy' 'electing' 'president' 'willing'
 'stand' 'corporate' 'power' 'actually' 'creating' 'economic'
 'opportunity' 'people' 'see' 'economic' 'opportunities' 'multiply'
 'think' 'happen' 'oh' 'voted' 'guy' 'biden' 'cares' 'working' 'people'
 'opposed' 'trump' 'cares' 'like' 'look' 'maybe' 'ill' 'vote' 'things'
 'got' 'better' 'life' 'think' 'intertwined' 'get' 'democrats' 'better'
 'figure' 'katie' 'porter' 'best' 'oh' 'thank' 'always' 'make' 'rule'
 'wilderness' 'especially' 'season' 'like' 'dont' 'think' 'wanna' 'talk'
 'politicians' 'bring' 'politicians' 'lot' 'talking' 'points' 'kept'
 'telling' 'team' 'like' 'katie' 'porter' 'perfect' 'well' 'say' 'team'
 'give' 'talking' 'points' 'didnt' 'use' 'instead' 'think' 'elected'
 'officials' 'need' 'lot' 'listened' 'voters' 'said' 'folks' 'said'
 'tried' 'responsive' 'mean' 'actually']",1,1
The Wilderness,25,"['recounting' 'one' 'familys' 'fight' 'childs' 'textbook' 'spiraled'
 'decades' 'long' 'movement' 'police' 'children' 'texas' 'therefore'
 'country' 'learned' 'school' 'rise' 'bookmans' 'anti' 'crt' 'laws'
 'money' 'poured' 'local' 'school' 'board' 'races' 'fate' 'public'
 'education' 'system' 'top' 'mind' 'voters' 'head' 'polls' 'fall' 'find'
 'education' 'system' 'got' 'listen' 'teaching' 'texas' 'wherever' 'get'
 'podcasts' 'lightboard' 'truck' 'whiteboard' 'photos' 'put' 'senator'
 'doug' 'moo' 'dc' 'january' '6th' 'fact' 'organized' 'bus' 'trip' 'go'
 'hes' 'asked' 'hand' 'documents' 'information' 'efforts' 'undo'
 'certification' 'election' 'pennsylvania' 'called' 'compromised'
 'corrupt' 'prayed' 'seize' 'power' 'given' 'us' 'constitution' 'well'
 'providentially' 'pray' 'leaders' 'federal' 'government' 'god' '6th'
 'january' 'theyll' 'rise' 'boldness' 'youll' 'bless' 'letters' 'meet'
 'doug' 'mao' 'republican' 'nominee' 'governor' 'pennsylvania'
 'birthplace' 'american' 'democracy' 'mao' 'state' 'senator' 'tried'
 'help' 'donald' 'trump' 'overturn' 'results' 'last' 'election' 'us'
 'capital' 'january' '6th' 'governor' 'hed' 'lot' 'power' 'pennsylvanias'
 'elections' 'including' 'happens' 'swing' 'states' 'electoral' 'votes'
 'electoral' 'votes' 'easily' 'determine' 'next' 'president' 'im' 'doug'
 'mass' 'triano' 'get' 'appoint' 'secretary' 'state' 'whos' 'delegated'
 'power' 'make' 'corrections' 'elections' 'voting' 'logs' 'everything'
 'gonna' 'clean' 'might' 'even' 'reset' 'voter' 'registration' 'start'
 'across' 'state' 'stroke' 'pen' 'decertify' 'every' 'single' 'machine'
 'state' 'doesnt' 'seem' 'great' 'also' 'mao' 'ties' 'extremist'
 'christian' 'nationalist' 'groups' 'opposes' 'samesex' 'marriage' 'says'
 'hed' 'sign' 'lot' 'ban' 'abortion' 'exceptions' 'issue' 'mothers' 'womb'
 'know' 'body']",1,0
The Wilderness,26,"['choice' 'ridiculous' 'nonsense' 'think' 'wait' 'theres' 'mao' 'posed'
 'faculty' 'photo' 'army' 'war' 'college' 'taught' 'years' 'weird'
 'reason' 'everyone' 'picture' 'given' 'choice' 'dress' 'historical'
 'figure' 'guess' 'faculty' 'member' 'choose' 'confederate' 'soldier'
 'thats' 'right' 'doug' 'mao' 'state' 'senator' 'represents' 'gettysburg'
 'yeah' 'thats' 'guy' 'running' 'governor' 'pennsylvania' 'even' 'though'
 'polls' 'currently' 'show' 'points' 'absolutely' 'win' 'joe' 'biden'
 'won' 'pennsylvania' 'little' 'votes' 'even' 'though' 'turned'
 'democratic' 'voters' 'presidential' 'candidate' 'history' 'thats'
 'trumps' 'megabase' 'broke' 'turnout' 'records' 'sure' 'youve' 'noticed'
 'still' 'seem' 'pretty' 'fired' 'hello' 'pennsylvania' 'hello' 'im'
 'thrilled' 'back' 'incredible' 'commonwealth' 'thousands' 'proud'
 'hardworking' 'pennsylvania' 'one' 'countrys' 'biggest' 'battlegrounds'
 'election' 'campaign' 'mao' 'democratic' 'attorney' 'general' 'josh'
 'shapiro' 'one' 'consequential' 'races' 'country' 'meanwhile' 'control'
 'senate' 'come' 'contest' 'republican' 'nominee' 'meit' 'oz' 'quack' 'tv'
 'doctor' 'new' 'jersey' 'democratic' 'nominee' 'jon' 'fetterman'
 'pennsylvanias' 'six' 'eight' 'lieutenant' 'governor' 'hoodie' 'wearing'
 'goto' 'sporting' 'progressive' 'described' 'atlantic' 'hacked'
 'together' 'spare' 'parts' 'oil' 'streak' 'pittsburgh' 'chopper' 'garage'
 'far' 'seems' 'working' 'leading' 'recent' 'polls' 'quite' 'bit' 'one'
 'fox' 'news' 'pole' 'last' 'stakes' 'pennsylvania' 'democracy' 'huge'
 'question' 'enough' 'people' 'know' 'enough' 'people' 'paying'
 'attention' 'jon' 'fetterman' 'josh' 'shapiro' 'democratic' 'candidates'
 'motivate' 'enough' 'voters' 'came' 'defeat' 'trump' 'especially' 'lot'
 'voters' 'feeling' 'disconnected' 'politics' 'disappointed' 'direction'
 'country' 'organization' 'started' 'working' 'class' 'people' 'come'
 'real' 'life']",1,1
